Week,Department,Model,Weekly_Cost,Weekly_Tokens,Avg_Latency,Cache_Hit_Rate,Success_Rate,Dept_Total_Cost,Dept_Avg_Latency,Dept_Cache_Rate
2025-03-19,Data_Science,Llama-3-70B,0.28,280690,343.4,0.22,0.896,19.47,914.4,0.214
2025-01-29,Customer_Support,Claude-3-Sonnet,1.65,206044,582.2,0.169,0.949,2.59,444.5,0.166
2025-04-09,Sales,GPT-3.5-Turbo,0.36,179378,364.2,0.245,0.928,2.51,672.1,0.223
2025-11-12,Marketing,GPT-4,2.1,70078,1158.5,0.406,0.974,3.02,702.6,0.371
2025-05-21,Finance,GPT-4,3.64,121218,1271.5,0.256,0.975,6.28,1061.6,0.271
2025-01-22,Product,GPT-3.5-Turbo,0.27,134824,361.4,0.134,0.921,14.15,898.5,0.155
2025-04-02,Data_Science,GPT-4,10.72,357256,1321.4,0.184,0.962,17.23,935.3,0.215
2025-08-20,Customer_Support,Llama-3-70B,0.06,57025,272.5,0.296,0.899,2.02,408,0.299
2025-06-04,Product,Claude-3-Opus,4.29,171452,956.9,0.299,0.966,14.56,912.1,0.269
2025-06-04,Marketing,Claude-3-Sonnet,0.81,100719,625.6,0.281,0.933,3.16,755.1,0.253
2025-04-30,Engineering,Claude-3-Opus,5.58,223163,1206.8,0.264,0.97,16.1,778.3,0.255
2025-05-21,Finance,Claude-3-Opus,1.66,66466,1000,0.266,0.969,6.28,1061.6,0.271
2025-10-01,Customer_Support,Claude-3-Sonnet,1.18,147941,688.4,0.334,0.936,1.79,455.1,0.361
2025-05-21,Legal,GPT-4,3.19,106380,1299,0.262,0.976,4.76,1126.3,0.244
2025-04-09,Legal,GPT-4,2.92,97275,1231.6,0.245,0.971,4.5,1196.4,0.217
2025-12-03,Data_Science,GPT-4,7.79,259536,1198,0.359,0.976,12.22,874.2,0.375
2025-01-01,Engineering,Claude-3-Sonnet,1.25,156802,654.7,0.18,0.95,15.81,800.1,0.146
2025-01-22,Customer_Support,Llama-3-70B,0.07,67510,273,0.148,0.887,2.51,418.2,0.163
2025-10-08,Customer_Support,Llama-3-70B,0.04,36400,344.2,0.332,0.895,1.46,428.6,0.313
2025-04-16,Sales,Gemini-Pro,1.11,55632,1093.3,0.256,0.953,1.99,669,0.232
2025-02-19,Customer_Support,GPT-3.5-Turbo,0.92,459832,426.2,0.198,0.919,3.09,457.6,0.202
2025-02-19,Product,GPT-3.5-Turbo,0.22,109243,449.9,0.167,0.921,11.86,882.9,0.18
2025-12-24,Data_Science,Claude-3-Opus,6,239825,1061.9,0.42,0.967,14.45,864.1,0.409
2025-09-24,Engineering,Claude-3-Sonnet,2.13,265757,681.8,0.277,0.938,31.77,826,0.344
2025-07-09,Engineering,Claude-3-Sonnet,1.55,193647,545,0.239,0.94,19.79,706.5,0.263
2025-04-09,Legal,Claude-3-Opus,1.58,63330,1161.2,0.188,0.953,4.5,1196.4,0.217
2025-09-24,Sales,Claude-3-Sonnet,0.53,66359,646.6,0.311,0.946,1.61,712.1,0.357
2025-04-30,Finance,Claude-3-Opus,1.87,74792,945.2,0.273,0.959,7,1036.1,0.254
2025-06-11,Data_Science,GPT-4,9.11,303604,1245.6,0.249,0.97,14.92,886.3,0.247
2025-02-12,Sales,Gemini-Pro,1.19,59449,1030.9,0.174,0.948,2.16,666.5,0.169
2025-08-13,Engineering,Claude-3-Sonnet,1.18,147949,573.4,0.329,0.949,14.93,723.3,0.308
2025-12-03,Product,Claude-3-Opus,2.75,110189,1029.1,0.447,0.958,9.03,889.6,0.353
2025-09-03,Product,Claude-3-Opus,2.93,117354,1181.2,0.368,0.955,8.4,869.4,0.334
2025-03-05,Finance,Gemini-Pro,1.22,61018,965.9,0.169,0.96,7.32,1071.1,0.199
2025-09-17,Engineering,Claude-3-Opus,4.36,174515,948.2,0.304,0.958,13.78,763.9,0.312
2025-08-20,Finance,GPT-4,2.07,68992,1296.1,0.331,0.96,3.78,1058,0.318
2025-10-22,Engineering,Claude-3-Opus,5.5,220102,1257.4,0.411,0.959,14.98,788.9,0.376
2025-12-17,Data_Science,GPT-4,7.59,252913,1356.1,0.439,0.967,11.79,876.2,0.39
2025-06-11,Marketing,Claude-3-Sonnet,0.89,111354,544.8,0.258,0.937,3.63,647,0.232
2025-03-26,Marketing,GPT-4,4.07,135614,1222.1,0.232,0.967,5.53,732.5,0.212
2025-10-01,Finance,Gemini-Pro,1.32,65831,861.6,0.359,0.951,9.13,1027.1,0.344
2025-07-30,Product,GPT-3.5-Turbo,0.17,85526,457.7,0.259,0.918,11.22,853.3,0.255
2025-07-09,Finance,Claude-3-Opus,1.58,63391,1222.6,0.235,0.951,5.91,1197.3,0.245
2025-01-22,Legal,Claude-3-Opus,1.38,55229,1167,0.187,0.959,3.8,1236.8,0.174
2025-06-04,Marketing,GPT-3.5-Turbo,0.16,82399,443.2,0.251,0.926,3.16,755.1,0.253
2025-07-23,Legal,GPT-4,1.89,62834,1198.8,0.316,0.975,3.11,1150.3,0.321
2025-02-26,Engineering,GPT-4,12.05,401822,1128.2,0.176,0.979,21.37,746.6,0.167
2025-10-29,Finance,Claude-3-Opus,1.32,52913,1091.2,0.378,0.964,4.51,1096.3,0.368
2025-11-26,Sales,Gemini-Pro,0.76,38012,862.3,0.422,0.954,1.42,612.6,0.386
2025-07-23,Finance,Claude-3-Opus,1.09,43503,1031.1,0.285,0.951,4.03,1009.8,0.309
2025-06-04,Engineering,GPT-4,9.16,305388,1034.2,0.226,0.969,15.89,760.6,0.245
2025-10-22,Customer_Support,Llama-3-70B,0.05,51320,339.4,0.363,0.883,1.97,455.2,0.332
2025-11-12,Engineering,Claude-3-Sonnet,1.18,147956,570.6,0.366,0.949,13.47,795.8,0.338
2025-01-22,Engineering,Claude-3-Opus,6.37,254904,1008.1,0.179,0.956,18.53,793.2,0.175
2025-04-23,Marketing,GPT-4,3.66,121926,1066.7,0.267,0.973,5.14,683.2,0.248
2025-02-12,Sales,Claude-3-Sonnet,0.66,83066,585.6,0.168,0.945,2.16,666.5,0.169
2025-12-10,Engineering,Claude-3-Sonnet,1.27,158697,594.9,0.402,0.944,17.85,873.6,0.408
2025-10-01,Legal,GPT-4,2.16,71909,1110.4,0.311,0.966,3.39,1115.1,0.358
2025-10-22,Engineering,Llama-3-70B,0.07,69576,276.3,0.299,0.897,14.98,788.9,0.376
2025-02-26,Marketing,GPT-3.5-Turbo,0.21,106034,366.8,0.212,0.912,3.99,750.4,0.19
2025-03-26,Engineering,Llama-3-70B,0.2,204021,312,0.235,0.896,44.2,729.5,0.215
2025-04-16,Finance,GPT-4,3.14,104778,1061.6,0.201,0.972,5.4,1077.6,0.211
2025-11-26,Customer_Support,Claude-3-Sonnet,1.47,184320,574.9,0.396,0.938,2.16,434.8,0.368
2025-03-12,Customer_Support,Claude-3-Sonnet,2,250353,572,0.171,0.941,2.95,425.2,0.173
2025-06-25,Data_Science,Claude-3-Opus,5.67,226751,1025.2,0.226,0.959,15.44,836.8,0.262
2025-01-08,Customer_Support,Llama-3-70B,0.06,57529,297.6,0.142,0.898,2.37,390.7,0.15
2025-05-28,Product,GPT-4,9.74,324587,1202.7,0.205,0.966,14.78,907.1,0.223
2025-06-25,Marketing,GPT-4,2.85,94972,1345.9,0.271,0.968,4.17,811.3,0.263
2025-07-09,Data_Science,Claude-3-Opus,6.17,246717,974.8,0.268,0.968,15.8,846.8,0.274
2025-01-29,Marketing,GPT-3.5-Turbo,0.17,85725,388.4,0.185,0.915,4.05,765.7,0.16
2025-06-04,Legal,GPT-4,2.59,86439,1347.7,0.27,0.963,4.05,1178.8,0.26
2025-06-11,Product,GPT-4,8.11,270200,1158.6,0.242,0.976,12.62,876.7,0.256
2025-01-01,Product,Claude-3-Opus,3.52,140764,1020.5,0.129,0.954,11.95,913.3,0.155
2025-09-24,Legal,Claude-3-Opus,1.19,47499,958.7,0.351,0.966,3.25,1046.8,0.353
2025-09-10,Data_Science,Llama-3-70B,0.13,131642,289.4,0.296,0.891,8.78,820.1,0.32
2025-06-18,Sales,Claude-3-Sonnet,0.69,85685,535.6,0.237,0.937,2.09,651.7,0.257
2025-07-16,Data_Science,GPT-4,7.7,256579,1023.4,0.274,0.979,12.86,769.1,0.286
2025-05-14,Marketing,GPT-4,2.7,90085,1076.8,0.24,0.966,3.9,652.5,0.226
2025-04-02,Engineering,Claude-3-Sonnet,3.95,493347,635.5,0.209,0.949,54.1,800,0.203
2025-04-23,Sales,GPT-3.5-Turbo,0.32,161239,423.8,0.232,0.912,2.4,663.4,0.21
2025-05-21,Marketing,GPT-4,3.37,112227,1080.7,0.21,0.961,4.8,691.6,0.218
2025-02-05,Marketing,GPT-3.5-Turbo,0.19,95256,406.1,0.167,0.929,4.18,730.7,0.168
2025-08-27,Product,GPT-4,6.45,215067,1097.9,0.267,0.965,9.56,826.4,0.316
2025-01-15,Marketing,Claude-3-Sonnet,0.87,108734,582.9,0.17,0.935,3.4,702.9,0.15
2025-09-17,Data_Science,GPT-4,6.32,210571,1348.7,0.34,0.966,10.56,920.9,0.313
2025-04-02,Data_Science,Claude-3-Opus,6.23,249342,1191.4,0.226,0.961,17.23,935.3,0.215
2025-03-19,Marketing,Claude-3-Sonnet,1.24,154914,666,0.224,0.949,4.97,774.9,0.198
2025-07-16,Sales,Claude-3-Sonnet,0.66,82451,664.2,0.31,0.945,2.05,664.9,0.316
2025-05-28,Customer_Support,Claude-3-Sonnet,1.79,223472,645.9,0.265,0.941,2.72,429.1,0.278
2025-09-03,Finance,GPT-4,3.09,102859,1311.2,0.356,0.972,5.32,1224.5,0.348
2025-03-05,Data_Science,Claude-3-Opus,7.05,282071,1167.1,0.22,0.96,17.57,852.6,0.208
2025-02-19,Engineering,GPT-4,11.11,370315,1356.8,0.189,0.976,19.27,842.5,0.185
2025-12-17,Legal,GPT-4,3.11,103541,1349.3,0.328,0.978,4.75,1205.7,0.356
2025-07-02,Customer_Support,GPT-3.5-Turbo,0.73,364463,432.3,0.292,0.915,2.19,460.4,0.25
2025-08-13,Product,GPT-4,5.89,196204,1027.6,0.334,0.967,9.07,873.1,0.312
2025-09-03,Marketing,GPT-4,2.36,78756,1166.8,0.297,0.977,3.29,734.9,0.287
2025-12-03,Customer_Support,Llama-3-70B,0.06,55360,296.6,0.34,0.884,1.83,417.5,0.388
2025-08-20,Sales,Claude-3-Sonnet,0.5,62421,632.2,0.29,0.947,1.59,692.8,0.324
2025-08-13,Engineering,Claude-3-Opus,5.52,220741,957.7,0.322,0.955,14.93,723.3,0.308
2025-12-17,Customer_Support,GPT-3.5-Turbo,0.59,296678,423.4,0.45,0.914,1.85,467,0.408
2025-01-29,Product,GPT-3.5-Turbo,0.23,116084,379.6,0.156,0.927,14.15,847.4,0.162
2025-05-28,Data_Science,Claude-3-Opus,7.07,282771,1204.8,0.219,0.955,18.99,963.6,0.247
2025-04-09,Product,GPT-3.5-Turbo,0.29,143444,371,0.195,0.922,14.71,854.5,0.197
2025-12-24,Customer_Support,Claude-3-Sonnet,1.25,155646,682.7,0.378,0.947,1.91,444.9,0.39
2025-01-08,Engineering,GPT-4,10.87,362492,1020.5,0.174,0.967,20.09,782.9,0.165
2025-03-26,Data_Science,GPT-4,8.64,287924,1305,0.175,0.968,14.57,904.1,0.177
2025-03-26,Data_Science,Llama-3-70B,0.23,230983,323.7,0.175,0.882,14.57,904.1,0.177
2025-02-19,Finance,Gemini-Pro,0.92,45786,914.1,0.215,0.951,6.06,1124.5,0.192
2025-07-16,Finance,Claude-3-Opus,1.29,51404,1230.3,0.319,0.968,4.71,1143.8,0.312
2025-03-19,Marketing,GPT-4,3.5,116801,1310.6,0.18,0.98,4.97,774.9,0.198
2025-07-16,Customer_Support,Llama-3-70B,0.05,49549,305.5,0.333,0.899,1.9,461.3,0.316
2025-01-22,Finance,Claude-3-Opus,1.62,64824,1136.7,0.192,0.967,5.48,1146.5,0.163
2025-10-29,Sales,Gemini-Pro,0.96,48159,987,0.296,0.943,1.72,668.7,0.342
2025-04-30,Engineering,Llama-3-70B,0.08,77791,285,0.226,0.885,16.1,778.3,0.255
2025-03-12,Engineering,GPT-4,12.51,416968,1176.2,0.204,0.965,21.87,768.7,0.18
2025-08-27,Customer_Support,Claude-3-Sonnet,1.27,158283,528.2,0.33,0.947,1.96,423.4,0.314
2025-11-05,Finance,GPT-4,2.16,72148,1280.3,0.431,0.973,3.67,1188.6,0.358
2025-12-17,Sales,Claude-3-Sonnet,0.64,79986,550.6,0.468,0.941,2.15,642.5,0.403
2025-07-09,Sales,Claude-3-Sonnet,0.54,67542,575.7,0.335,0.941,1.67,611.4,0.283
2025-09-24,Finance,Claude-3-Opus,2.97,118637,1035.7,0.32,0.963,10.24,1093.8,0.33
2025-02-26,Engineering,Llama-3-70B,0.09,94804,294.1,0.17,0.886,21.37,746.6,0.167
2025-05-07,Data_Science,Llama-3-70B,0.25,245334,306,0.205,0.887,17.35,934.7,0.245
2025-01-22,Data_Science,GPT-4,9.15,304959,1311.5,0.188,0.965,14.72,853.9,0.161
2025-10-22,Product,GPT-4,6.07,202329,1055,0.407,0.979,9.04,885.5,0.403
2025-04-16,Product,Claude-3-Opus,5.46,218580,1130,0.209,0.965,16.14,915.9,0.222
2025-12-17,Customer_Support,Claude-3-Sonnet,1.2,150103,641.9,0.428,0.932,1.85,467,0.408
2025-11-19,Product,GPT-3.5-Turbo,0.17,85049,380.3,0.339,0.923,10.52,831.6,0.368
2025-06-18,Data_Science,GPT-4,7.11,236870,1074.8,0.255,0.964,12.25,880,0.259
2025-12-24,Product,GPT-3.5-Turbo,0.23,114824,422,0.368,0.916,12.93,903.5,0.395
2025-09-03,Finance,Gemini-Pro,0.68,34150,1142.6,0.37,0.949,5.32,1224.5,0.348
2025-01-22,Data_Science,Llama-3-70B,0.23,232882,273.9,0.145,0.888,14.72,853.9,0.161
2025-05-21,Finance,Gemini-Pro,0.98,49028,913.3,0.293,0.948,6.28,1061.6,0.271
2025-02-26,Customer_Support,Llama-3-70B,0.06,57776,297.9,0.193,0.893,2.21,406.6,0.191
2025-10-29,Finance,Gemini-Pro,0.7,35198,1027.7,0.301,0.943,4.51,1096.3,0.368
2025-07-30,Product,Claude-3-Opus,3.67,146773,1000.9,0.257,0.967,11.22,853.3,0.255
2025-03-12,Product,Claude-3-Opus,3.51,140509,1158.8,0.194,0.955,12.01,972.8,0.202
2025-09-10,Product,GPT-3.5-Turbo,0.14,68932,413.2,0.349,0.915,7.81,909.6,0.312
2025-03-05,Customer_Support,GPT-3.5-Turbo,0.91,454421,413.1,0.18,0.922,2.83,462.8,0.178
2025-07-16,Engineering,Claude-3-Sonnet,0.92,114640,511.9,0.319,0.94,12.76,785.2,0.269
2025-01-01,Finance,GPT-4,3.05,101691,1321.7,0.136,0.97,5.39,1216.5,0.13
2025-07-09,Finance,Gemini-Pro,0.98,48799,1002.8,0.258,0.944,5.91,1197.3,0.245
2025-02-26,Finance,GPT-4,3.76,125257,1222,0.197,0.973,6.78,1134.4,0.181
2025-02-19,Sales,Gemini-Pro,1.09,54534,966.5,0.202,0.945,1.89,653.6,0.191
2025-07-09,Finance,GPT-4,3.34,111476,1366.5,0.243,0.963,5.91,1197.3,0.245
2025-06-11,Data_Science,Claude-3-Opus,5.6,223946,1107.6,0.22,0.951,14.92,886.3,0.247
2025-01-29,Engineering,Claude-3-Opus,5.79,231631,1181.5,0.139,0.959,14.97,848.5,0.167
2025-01-29,Sales,Gemini-Pro,0.98,49037,995.2,0.167,0.941,1.93,702.3,0.167
2025-01-15,Engineering,GPT-4,9.54,317872,1352.2,0.136,0.974,16.44,848,0.164
2025-08-06,Marketing,GPT-3.5-Turbo,0.15,76368,387.3,0.262,0.925,3.11,730.8,0.3
2025-11-05,Product,GPT-3.5-Turbo,0.17,84865,372.2,0.404,0.92,9.38,971.2,0.348
2025-02-12,Product,GPT-4,7.52,250518,1335,0.146,0.976,12.14,930,0.161
2025-09-03,Data_Science,GPT-4,7.29,242907,1314.4,0.262,0.974,12.25,941.7,0.312
2025-09-24,Customer_Support,Claude-3-Sonnet,1.02,127838,675.6,0.36,0.942,1.58,479.8,0.342
2025-09-17,Sales,GPT-3.5-Turbo,0.22,108368,340.5,0.279,0.915,1.53,641.9,0.326
2025-10-08,Engineering,Claude-3-Sonnet,2.51,314248,548.2,0.407,0.935,33.73,771.8,0.379
2025-10-15,Sales,GPT-3.5-Turbo,0.2,100610,399.4,0.389,0.917,1.38,615.1,0.354
2025-04-02,Product,Claude-3-Opus,10.28,411156,991,0.183,0.961,31.12,840.9,0.184
2025-01-01,Product,GPT-3.5-Turbo,0.21,103730,365.6,0.162,0.928,11.95,913.3,0.155
2025-04-30,Marketing,Claude-3-Sonnet,1.13,141732,626.8,0.268,0.943,4.53,739.3,0.234
2025-05-14,Product,Claude-3-Opus,3.36,134580,1076.8,0.217,0.954,9.9,884.6,0.248
2025-08-27,Engineering,Claude-3-Opus,5.31,212255,1169.4,0.295,0.958,15.7,802,0.301
2025-01-08,Customer_Support,Claude-3-Sonnet,1.57,195784,526.4,0.177,0.931,2.37,390.7,0.15
2025-07-16,Data_Science,Claude-3-Opus,4.93,197296,1009.3,0.3,0.965,12.86,769.1,0.286
2025-02-19,Customer_Support,Claude-3-Sonnet,2.09,261308,631.7,0.217,0.932,3.09,457.6,0.202
2025-10-08,Legal,GPT-4,2.15,71560,1323.5,0.315,0.978,3.29,1157.5,0.346
2025-11-12,Engineering,GPT-4,7.42,247273,1255.1,0.311,0.979,13.47,795.8,0.338
2025-09-24,Engineering,Llama-3-70B,0.15,152183,277.4,0.333,0.897,31.77,826,0.344
2025-08-06,Engineering,GPT-4,9.48,315961,1365.2,0.328,0.974,16.07,842.9,0.306
2025-09-24,Legal,GPT-4,2.06,68800,1134.9,0.355,0.974,3.25,1046.8,0.353
2025-04-23,Finance,GPT-4,3.4,113277,1028.7,0.255,0.964,6.2,1064,0.234
2025-09-17,Legal,Claude-3-Opus,1.09,43461,1018.3,0.373,0.961,3,1032.2,0.359
2025-03-05,Engineering,Claude-3-Opus,7.24,289631,1067.1,0.201,0.96,21.6,834.7,0.2
2025-04-16,Sales,GPT-3.5-Turbo,0.26,127887,375.3,0.178,0.929,1.99,669,0.232
2025-05-28,Data_Science,GPT-4,11.66,388718,1344.9,0.285,0.972,18.99,963.6,0.247
2025-02-05,Legal,GPT-4,3.41,113559,1202.1,0.16,0.967,5.07,1074.2,0.166
2025-02-05,Finance,GPT-4,3.41,113739,1155.1,0.208,0.968,6.1,1105.5,0.186
2025-11-12,Customer_Support,Claude-3-Sonnet,1.13,141491,567.2,0.35,0.935,1.8,431.6,0.373
2025-06-25,Finance,GPT-4,2.8,93252,1298.2,0.315,0.973,4.73,1132.8,0.311
2025-01-08,Engineering,Llama-3-70B,0.1,98034,284.9,0.138,0.884,20.09,782.9,0.165
2025-07-02,Product,GPT-3.5-Turbo,0.21,107087,361.5,0.24,0.92,11.71,853.7,0.253
2025-12-03,Data_Science,Llama-3-70B,0.18,184314,307.8,0.369,0.895,12.22,874.2,0.375
2025-02-12,Engineering,Llama-3-70B,0.07,70827,260.4,0.191,0.9,17.09,865.5,0.175
2025-09-17,Marketing,GPT-3.5-Turbo,0.14,70263,428,0.358,0.919,3.51,743.2,0.328
2025-10-29,Data_Science,Claude-3-Opus,3.37,134927,1009,0.405,0.954,9.05,785.7,0.38
2025-02-19,Legal,Claude-3-Opus,1.58,63100,1200.7,0.206,0.966,4.36,1164.1,0.198
2025-01-29,Legal,GPT-4,3.23,107630,1203.5,0.138,0.963,4.79,1069.9,0.149
2025-09-17,Data_Science,Llama-3-70B,0.17,168904,263,0.272,0.883,10.56,920.9,0.313
2025-05-14,Engineering,Claude-3-Sonnet,1.87,233741,552.5,0.234,0.946,23.83,766.2,0.23
2025-07-09,Product,Claude-3-Opus,3.58,143250,1012.3,0.3,0.96,10.08,832.1,0.257
2025-08-20,Engineering,Claude-3-Opus,4.29,171565,1062.1,0.255,0.959,12.34,802.5,0.27
2025-04-23,Customer_Support,Llama-3-70B,0.09,88319,333.3,0.239,0.897,3.17,445.6,0.237
2025-06-18,Data_Science,Claude-3-Opus,4.97,198715,1247.6,0.288,0.964,12.25,880,0.259
2025-11-12,Legal,Claude-3-Opus,1.4,55947,999.6,0.362,0.951,3.84,1079.6,0.398
2025-12-24,Finance,Gemini-Pro,0.6,29778,1104.5,0.401,0.949,4.29,1128.8,0.414
2025-08-27,Legal,GPT-4,2.24,74545,1167.1,0.273,0.963,3.47,1211.2,0.268
2025-10-15,Product,GPT-3.5-Turbo,0.17,86669,399.6,0.335,0.922,9.77,986.9,0.357
2025-08-13,Finance,Claude-3-Opus,1.25,49856,1182.5,0.346,0.957,4.43,1166.9,0.295
2025-02-26,Customer_Support,GPT-3.5-Turbo,0.7,348988,343.7,0.178,0.918,2.21,406.6,0.191
2025-10-01,Finance,GPT-4,5.18,172684,1110.8,0.331,0.964,9.13,1027.1,0.344
2025-07-30,Product,GPT-4,7.38,245934,1101.3,0.25,0.969,11.22,853.3,0.255
2025-10-01,Marketing,GPT-4,1.9,63420,1190,0.302,0.972,2.76,746.6,0.322
2025-04-16,Product,GPT-3.5-Turbo,0.25,124074,385.7,0.192,0.924,16.14,915.9,0.222
2025-08-06,Legal,GPT-4,2.4,79916,1175.5,0.323,0.973,3.94,1129.5,0.311
2025-03-05,Engineering,Llama-3-70B,0.1,100915,291.3,0.171,0.894,21.6,834.7,0.2
2025-12-10,Marketing,GPT-3.5-Turbo,0.21,102580,340,0.425,0.921,3.97,692.3,0.383
2025-12-10,Legal,Claude-3-Opus,1.59,63470,1238.5,0.396,0.954,4.2,1253.6,0.406
2025-10-15,Customer_Support,Llama-3-70B,0.05,51150,324.1,0.397,0.89,1.93,429.9,0.359
2025-09-17,Customer_Support,Llama-3-70B,0.05,48661,287.2,0.268,0.886,1.81,448.8,0.28
2025-04-09,Product,GPT-4,9.41,313558,1081.5,0.19,0.978,14.71,854.5,0.197
2025-09-24,Engineering,Claude-3-Opus,11.23,449022,1216.8,0.379,0.965,31.77,826,0.344
2025-12-10,Sales,Claude-3-Sonnet,0.52,65049,556.8,0.46,0.932,1.53,647.9,0.431
2025-10-15,Customer_Support,GPT-3.5-Turbo,0.59,295089,372.3,0.328,0.916,1.93,429.9,0.359
2025-02-19,Marketing,GPT-4,3.65,121515,1224.6,0.205,0.972,5.01,767.5,0.205
2025-02-05,Data_Science,Llama-3-70B,0.24,239292,338.9,0.193,0.892,16.67,897.3,0.177
2025-02-26,Marketing,GPT-4,2.76,92059,1355.1,0.169,0.968,3.99,750.4,0.19
2025-07-09,Data_Science,Llama-3-70B,0.22,217770,261.1,0.263,0.897,15.8,846.8,0.274
2025-01-22,Customer_Support,Claude-3-Sonnet,1.58,197587,536.3,0.162,0.937,2.51,418.2,0.163
2025-11-05,Customer_Support,Llama-3-70B,0.06,62209,333,0.382,0.896,2.07,401.6,0.358
2025-04-30,Legal,GPT-4,3.53,117828,1028.2,0.23,0.973,5.63,1063.8,0.247
2025-12-17,Finance,GPT-4,2.73,91038,1079.6,0.317,0.963,4.86,1018.3,0.379
2025-07-02,Marketing,GPT-4,3.01,100274,1220.3,0.221,0.97,4.34,719.3,0.251
2025-12-03,Product,GPT-3.5-Turbo,0.17,86746,445.6,0.305,0.929,9.03,889.6,0.353
2025-02-19,Finance,Claude-3-Opus,1.6,64118,1127.4,0.172,0.965,6.06,1124.5,0.192
2025-01-22,Data_Science,Claude-3-Opus,5.34,213697,976.3,0.152,0.964,14.72,853.9,0.161
2025-09-03,Sales,GPT-3.5-Turbo,0.22,111084,358.1,0.277,0.922,1.57,617.1,0.295
2025-04-02,Sales,Gemini-Pro,1.14,57067,955.5,0.192,0.941,2.06,650.3,0.203
2025-05-14,Data_Science,Claude-3-Opus,6.38,255213,1228.3,0.249,0.969,16.23,853.6,0.254
2025-07-02,Data_Science,GPT-4,8.47,282478,1303.7,0.253,0.973,13.9,859,0.291
2025-11-12,Data_Science,Llama-3-70B,0.2,201324,258.1,0.371,0.892,13.17,847.2,0.339
2025-09-17,Sales,Gemini-Pro,0.81,40714,940.8,0.374,0.957,1.53,641.9,0.326
2025-04-09,Engineering,GPT-4,10.45,348190,1158.9,0.22,0.969,18.55,833.5,0.217
2025-01-29,Marketing,Claude-3-Sonnet,0.94,117136,682.5,0.144,0.939,4.05,765.7,0.16
2025-10-08,Sales,Claude-3-Sonnet,0.39,49322,541.1,0.281,0.947,1.34,680.5,0.313
2025-05-07,Engineering,Claude-3-Sonnet,1.88,234635,588.9,0.267,0.946,24.05,799,0.229
2025-05-21,Engineering,Claude-3-Opus,7.59,303591,1010.7,0.252,0.962,20.67,799.4,0.233
2025-04-30,Finance,Gemini-Pro,1.04,51946,1107.3,0.267,0.953,7,1036.1,0.254
2025-06-04,Data_Science,Llama-3-70B,0.22,219614,281.6,0.237,0.883,14.87,865.6,0.271
2025-02-19,Legal,GPT-4,2.79,92834,1127.5,0.19,0.966,4.36,1164.1,0.198
2025-04-16,Data_Science,Claude-3-Opus,7.38,295078,1041.8,0.221,0.97,18.73,874.3,0.218
2025-08-20,Customer_Support,GPT-3.5-Turbo,0.7,351462,434.1,0.274,0.921,2.02,408,0.299
2025-02-05,Sales,GPT-3.5-Turbo,0.29,144490,359.3,0.155,0.93,2.1,680.4,0.156
2025-02-05,Sales,Claude-3-Sonnet,0.7,87028,686.3,0.161,0.938,2.1,680.4,0.156
2025-02-05,Finance,Claude-3-Opus,1.72,68782,1085.4,0.207,0.967,6.1,1105.5,0.186
2025-02-12,Customer_Support,GPT-3.5-Turbo,0.8,401409,355.8,0.172,0.915,2.78,400.3,0.186
2025-04-16,Legal,GPT-4,3.61,120394,1280.4,0.198,0.976,5.61,1196.6,0.222
2025-06-04,Legal,Claude-3-Opus,1.46,58412,1010,0.25,0.954,4.05,1178.8,0.26
2025-06-04,Sales,Gemini-Pro,1.12,55813,907.3,0.213,0.947,1.99,636.5,0.235
2025-02-26,Product,Claude-3-Opus,5.35,214103,1187.4,0.181,0.954,14.74,911.7,0.176
2025-09-24,Finance,GPT-4,5.83,194457,1210.2,0.292,0.966,10.24,1093.8,0.33
2025-09-03,Customer_Support,Llama-3-70B,0.06,56204,321,0.374,0.898,2.3,443.4,0.341
2025-12-24,Finance,GPT-4,2.58,86101,1243.8,0.396,0.979,4.29,1128.8,0.414
2025-06-25,Engineering,Llama-3-70B,0.08,79569,292.7,0.258,0.884,16.65,753.9,0.274
2025-09-17,Data_Science,Claude-3-Opus,4.08,163070,1150.9,0.326,0.966,10.56,920.9,0.313
2025-06-25,Sales,GPT-3.5-Turbo,0.26,130693,387,0.244,0.919,2.16,645.8,0.259
2025-07-30,Sales,Claude-3-Sonnet,0.62,77395,602.1,0.341,0.947,1.93,728.5,0.339
2025-11-12,Marketing,Claude-3-Sonnet,0.76,94467,601.1,0.355,0.935,3.02,702.6,0.371
2025-02-19,Data_Science,Claude-3-Opus,5.9,235947,1104.6,0.193,0.961,16.51,918.8,0.172
2025-09-17,Customer_Support,GPT-3.5-Turbo,0.58,291656,432.7,0.292,0.929,1.81,448.8,0.28
2025-07-16,Marketing,GPT-3.5-Turbo,0.17,82665,459.3,0.299,0.922,3.35,783.5,0.279
2025-11-05,Data_Science,Claude-3-Opus,4.76,190452,1011.7,0.365,0.962,13.17,810.3,0.403
2025-05-07,Engineering,GPT-4,14.01,466982,1103.5,0.24,0.964,24.05,799,0.229
2025-10-22,Finance,GPT-4,2.04,68105,1088.6,0.313,0.975,3.75,1038.3,0.351
2025-03-05,Product,GPT-4,8.64,287921,1285,0.229,0.972,12.76,892.8,0.202
2025-02-19,Finance,GPT-4,3.54,118050,1332.2,0.191,0.979,6.06,1124.5,0.192
